epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
52,4019.15,1.09822,1.25943,1.03492,0.0296,0.38897,0.35348,0.2918,0.20854,0.96132,0.99733,0.99959,0.01574,0.0292441,0.00974803,0.0292441,0.00974803,0.0292441,0.00974803,0.0292441,0.00974803
53,4088.04,1.11107,1.28152,1.04205,0.03056,0.39495,0.34748,0.28059,0.20379,0.93361,0.99061,0.99247,0.01528,0.0292144,0.00973814,0.0292144,0.00973814,0.0292144,0.00973814,0.0292144,0.00973814
54,4156.38,1.10909,1.27527,1.02988,0.03099,0.50529,0.32616,0.29671,0.21218,0.93948,0.98358,0.99251,0.01557,0.0291842,0.00972806,0.0291842,0.00972806,0.0291842,0.00972806,0.0291842,0.00972806
55,4225.73,1.09092,1.25036,1.03469,0.02983,0.56703,0.33518,0.29683,0.2125,0.93928,0.97918,0.99226,0.01519,0.0291534,0.0097178,0.0291534,0.0097178,0.0291534,0.0097178,0.0291534,0.0097178
56,4295.65,1.08325,1.25074,1.03532,0.02994,0.59518,0.33978,0.30598,0.21864,0.9325,0.97592,0.99103,0.01511,0.0291221,0.00970736,0.0291221,0.00970736,0.0291221,0.00970736,0.0291221,0.00970736
57,4352.78,1.09046,1.24307,1.02904,0.03025,0.6067,0.33815,0.30136,0.21504,0.96258,1.00025,1.00047,0.01497,0.0290902,0.00969673,0.0290902,0.00969673,0.0290902,0.00969673,0.0290902,0.00969673
58,4642.68,1.10679,1.27826,1.03822,0.0316,0.39806,0.35507,0.31095,0.22244,0.93991,0.97438,0.99325,0.01566,0.0290578,0.00968592,0.0290578,0.00968592,0.0290578,0.00968592,0.0290578,0.00968592
59,4711.75,1.09615,1.26493,1.03476,0.02945,0.41035,0.35694,0.30074,0.21756,0.94023,0.98446,0.99059,0.01574,0.0290248,0.00967493,0.0290248,0.00967493,0.0290248,0.00967493,0.0290248,0.00967493
60,4780.98,1.09187,1.25974,1.02803,0.02952,0.6426,0.31804,0.32045,0.23032,0.93907,0.97642,0.99108,0.01491,0.0289913,0.00966375,0.0289913,0.00966375,0.0289913,0.00966375,0.0289913,0.00966375
61,4850.66,1.10005,1.25097,1.03262,0.03115,0.60903,0.34271,0.31667,0.22782,0.9405,0.97389,0.99303,0.01544,0.0289572,0.00965239,0.0289572,0.00965239,0.0289572,0.00965239,0.0289572,0.00965239
62,4928.35,1.09371,1.25027,1.03216,0.02934,0.64284,0.32863,0.32127,0.23187,0.93296,0.972,0.98866,0.01597,0.0289226,0.00964085,0.0289226,0.00964085,0.0289226,0.00964085,0.0289226,0.00964085
63,4996.25,1.09858,1.26593,1.02808,0.03086,0.50167,0.343,0.31423,0.22757,0.92851,0.96002,0.98827,0.01469,0.0288874,0.00962913,0.0288874,0.00962913,0.0288874,0.00962913,0.0288874,0.00962913
64,5064.97,1.10337,1.26217,1.02889,0.03162,0.41031,0.3829,0.31573,0.22766,0.93378,0.96157,0.98803,0.0154,0.0288517,0.00961723,0.0288517,0.00961723,0.0288517,0.00961723,0.0288517,0.00961723
65,5135.27,1.09864,1.24815,1.03489,0.03011,0.55233,0.34783,0.32709,0.2341,0.94026,0.98481,0.9913,0.0148,0.0288154,0.00960515,0.0288154,0.00960515,0.0288154,0.00960515,0.0288154,0.00960515
